"Town","FIPS","Year","Householder Status","Measure Type","Variable","Value"
"Salisbury","0900566420","2014-2018","Homeowner","Number","Margins of Error",54.92
"Salisbury","0900566420","2014-2018","Homeowner","Percent","Cost-burdened Households",17.1
"Salisbury","0900566420","2014-2018","Homeowner","Percent","Margins of Error",7.21
"Salisbury","0900566420","2014-2018","Renter","Number","Cost-burdened Households",213
"Salisbury","0900566420","2014-2018","Renter","Number","Margins of Error",94.37
"Salisbury","0900566420","2014-2018","Renter","Percent","Cost-burdened Households",52.4
"Salisbury","0900566420","2014-2018","Renter","Percent","Margins of Error",18.98
"Salisbury","0900566420","2015-2019","All","Number","Cost-burdened Households",511
"Salisbury","0900566420","2015-2019","All","Number","Margins of Error",159.17
"Salisbury","0900566420","2015-2019","All","Percent","Cost-burdened Households",46.79
"Salisbury","0900566420","2015-2019","All","Percent","Margins of Error",12.28
"Salisbury","0900566420","2015-2019","Homeowner","Number","Cost-burdened Households",142
"Salisbury","0900566420","2015-2019","Homeowner","Number","Margins of Error",62.65
"Salisbury","0900566420","2015-2019","Homeowner","Percent","Cost-burdened Households",24.3
"Salisbury","0900566420","2015-2019","Homeowner","Percent","Margins of Error",9.59
"Salisbury","0900566420","2015-2019","Renter","Number","Cost-burdened Households",369
"Salisbury","0900566420","2015-2019","Renter","Number","Margins of Error",146.32
"Salisbury","0900566420","2015-2019","Renter","Percent","Cost-burdened Households",72.7
"Salisbury","0900566420","2015-2019","Renter","Percent","Margins of Error",20.62
"Scotland","0901567400","2006-2010","All","Number","Cost-burdened Households",200
"Scotland","0901567400","2006-2010","All","Number","Margins of Error",131.98
"Scotland","0901567400","2006-2010","All","Percent","Cost-burdened Households",43.2
"Scotland","0901567400","2006-2010","All","Percent","Margins of Error",28.11
"Scotland","0901567400","2006-2010","Homeowner","Number","Cost-burdened Households",184
"Scotland","0901567400","2006-2010","Homeowner","Number","Margins of Error",46.32
"Scotland","0901567400","2006-2010","Homeowner","Percent","Cost-burdened Households",44.3
"Scotland","0901567400","2006-2010","Homeowner","Percent","Margins of Error",10.26
"Scotland","0901567400","2006-2010","Renter","Number","Cost-burdened Households",16
"Scotland","0901567400","2006-2010","Renter","Number","Margins of Error",123.58
"Scotland","0901567400","2006-2010","Renter","Percent","Cost-burdened Households",33.3
"Scotland","0901567400","2006-2010","Renter","Percent","Margins of Error",51.15
"Scotland","0901567400","2007-2011","All","Number","Cost-burdened Households",205
"Scotland","0901567400","2007-2011","All","Number","Margins of Error",103.37
"Scotland","0901567400","2007-2011","All","Percent","Cost-burdened Households",45.76
"Scotland","0901567400","2007-2011","All","Percent","Margins of Error",22.51
"Scotland","0901567400","2007-2011","Homeowner","Number","Cost-burdened Households",186
"Scotland","0901567400","2007-2011","Homeowner","Number","Margins of Error",43.57
"Scotland","0901567400","2007-2011","Homeowner","Percent","Cost-burdened Households",47.2
"Scotland","0901567400","2007-2011","Homeowner","Percent","Margins of Error",10.76
"Scotland","0901567400","2007-2011","Renter","Number","Cost-burdened Households",19
"Scotland","0901567400","2007-2011","Renter","Number","Margins of Error",93.74
"Scotland","0901567400","2007-2011","Renter","Percent","Cost-burdened Households",35.2
"Scotland","0901567400","2007-2011","Renter","Percent","Margins of Error",48.69
"Scotland","0901567400","2008-2012","All","Number","Cost-burdened Households",226
"Scotland","0901567400","2008-2012","All","Number","Margins of Error",52.05
"Scotland","0901567400","2008-2012","All","Percent","Cost-burdened Households",49.78
"Scotland","0901567400","2008-2012","All","Percent","Margins of Error",10.19
"Scotland","0901567400","2008-2012","Homeowner","Number","Cost-burdened Households",205
"Scotland","0901567400","2008-2012","Homeowner","Number","Margins of Error",48.37
"Scotland","0901567400","2008-2012","Homeowner","Percent","Cost-burdened Households",51.2
"Scotland","0901567400","2008-2012","Homeowner","Percent","Margins of Error",11.26
"Scotland","0901567400","2008-2012","Renter","Number","Cost-burdened Households",21
"Scotland","0901567400","2008-2012","Renter","Number","Margins of Error",19.21
"Scotland","0901567400","2008-2012","Renter","Percent","Cost-burdened Households",39.6
"Scotland","0901567400","2008-2012","Renter","Percent","Margins of Error",49.39
"Scotland","0901567400","2009-2013","All","Number","Cost-burdened Households",197
"Scotland","0901567400","2009-2013","All","Number","Margins of Error",53.6
"Scotland","0901567400","2009-2013","All","Percent","Cost-burdened Households",46.35
"Scotland","0901567400","2009-2013","All","Percent","Margins of Error",10.64
"Scotland","0901567400","2009-2013","Homeowner","Number","Cost-burdened Households",176
"Scotland","0901567400","2009-2013","Homeowner","Number","Margins of Error",49.4
"Scotland","0901567400","2009-2013","Homeowner","Percent","Cost-burdened Households",48.9
"Scotland","0901567400","2009-2013","Homeowner","Percent","Margins of Error",11.45
"Scotland","0901567400","2009-2013","Renter","Number","Cost-burdened Households",21
"Scotland","0901567400","2009-2013","Renter","Number","Margins of Error",20.81
"Scotland","0901567400","2009-2013","Renter","Percent","Cost-burdened Households",32.3
"Scotland","0901567400","2009-2013","Renter","Percent","Margins of Error",43.85
"Scotland","0901567400","2010-2014","All","Number","Cost-burdened Households",194
"Scotland","0901567400","2010-2014","All","Number","Margins of Error",49.04
"Scotland","0901567400","2010-2014","All","Percent","Cost-burdened Households",45.22
"Scotland","0901567400","2010-2014","All","Percent","Margins of Error",9.88
"Scotland","0901567400","2010-2014","Homeowner","Number","Cost-burdened Households",178
"Scotland","0901567400","2010-2014","Homeowner","Number","Margins of Error",44.78
"Scotland","0901567400","2010-2014","Homeowner","Percent","Cost-burdened Households",46.5
"Scotland","0901567400","2010-2014","Homeowner","Percent","Margins of Error",9.75
"Scotland","0901567400","2010-2014","Renter","Number","Cost-burdened Households",16
"Scotland","0901567400","2010-2014","Renter","Number","Margins of Error",20
"Scotland","0901567400","2010-2014","Renter","Percent","Cost-burdened Households",34.8
"Scotland","0901567400","2010-2014","Renter","Percent","Margins of Error",52.73
"Scotland","0901567400","2011-2015","All","Number","Cost-burdened Households",178
"Scotland","0901567400","2011-2015","All","Number","Margins of Error",48.6
"Scotland","0901567400","2011-2015","All","Percent","Cost-burdened Households",40.73
"Scotland","0901567400","2011-2015","All","Percent","Margins of Error",9.84
"Scotland","0901567400","2011-2015","Homeowner","Number","Cost-burdened Households",178
"Scotland","0901567400","2011-2015","Homeowner","Number","Margins of Error",45.54
"Scotland","0901567400","2011-2015","Homeowner","Percent","Cost-burdened Households",44.4
"Scotland","0901567400","2011-2015","Homeowner","Percent","Margins of Error",10.42
"Scotland","0901567400","2011-2015","Renter","Number","Cost-burdened Households",0
"Scotland","0901567400","2011-2015","Renter","Number","Margins of Error",16.97
"Scotland","0901567400","2011-2015","Renter","Percent","Cost-burdened Households",0
"Scotland","0901567400","2011-2015","Renter","Percent","Margins of Error",69.86
"Scotland","0901567400","2012-2016","All","Number","Cost-burdened Households",160
"Scotland","0901567400","2012-2016","All","Number","Margins of Error",48.3
"Scotland","0901567400","2012-2016","All","Percent","Cost-burdened Households",38.65
"Scotland","0901567400","2012-2016","All","Percent","Margins of Error",10.23
"Scotland","0901567400","2012-2016","Homeowner","Number","Cost-burdened Households",160
"Scotland","0901567400","2012-2016","Homeowner","Number","Margins of Error",45.22
"Scotland","0901567400","2012-2016","Homeowner","Percent","Cost-burdened Households",41.2
"Scotland","0901567400","2012-2016","Homeowner","Percent","Margins of Error",10.07
"Scotland","0901567400","2012-2016","Renter","Number","Cost-burdened Households",0
"Scotland","0901567400","2012-2016","Renter","Number","Margins of Error",16.97
"Scotland","0901567400","2012-2016","Renter","Percent","Cost-burdened Households",0
"Scotland","0901567400","2012-2016","Renter","Percent","Margins of Error",82.31
"Scotland","0901567400","2013-2017","All","Number","Cost-burdened Households",142
"Scotland","0901567400","2013-2017","All","Number","Margins of Error",53.37
"Scotland","0901567400","2013-2017","All","Percent","Cost-burdened Households",34.98
"Scotland","0901567400","2013-2017","All","Percent","Margins of Error",11.96
"Scotland","0901567400","2013-2017","Homeowner","Number","Cost-burdened Households",142
"Scotland","0901567400","2013-2017","Homeowner","Number","Margins of Error",50.6
"Scotland","0901567400","2013-2017","Homeowner","Percent","Cost-burdened Households",37.5
"Scotland","0901567400","2013-2017","Homeowner","Percent","Margins of Error",11.53
"Scotland","0901567400","2013-2017","Renter","Number","Cost-burdened Households",0
"Scotland","0901567400","2013-2017","Renter","Number","Margins of Error",16.97
"Scotland","0901567400","2013-2017","Renter","Percent","Cost-burdened Households",0
"Scotland","0901567400","2013-2017","Renter","Percent","Margins of Error",79.2
"Scotland","0901567400","2014-2018","All","Number","Cost-burdened Households",129
"Scotland","0901567400","2014-2018","All","Number","Margins of Error",39.9
"Scotland","0901567400","2014-2018","All","Percent","Cost-burdened Households",30.14
"Scotland","0901567400","2014-2018","All","Percent","Margins of Error",8.08
"Scotland","0901567400","2014-2018","Homeowner","Number","Cost-burdened Households",125
"Scotland","0901567400","2014-2018","Homeowner","Number","Margins of Error",37.58
"Scotland","0901567400","2014-2018","Homeowner","Percent","Cost-burdened Households",32.3
"Scotland","0901567400","2014-2018","Homeowner","Percent","Margins of Error",8.99
"Scotland","0901567400","2014-2018","Renter","Number","Cost-burdened Households",4
"Scotland","0901567400","2014-2018","Renter","Number","Margins of Error",13.42
"Scotland","0901567400","2014-2018","Renter","Percent","Cost-burdened Households",10
"Scotland","0901567400","2014-2018","Renter","Percent","Margins of Error",50.96
"Scotland","0901567400","2015-2019","All","Number","Cost-burdened Households",137
"Scotland","0901567400","2015-2019","All","Number","Margins of Error",47.95
"Scotland","0901567400","2015-2019","All","Percent","Cost-burdened Households",32.93
"Scotland","0901567400","2015-2019","All","Percent","Margins of Error",10.08
"Scotland","0901567400","2015-2019","Homeowner","Number","Cost-burdened Households",121
"Scotland","0901567400","2015-2019","Homeowner","Number","Margins of Error",41.4
"Scotland","0901567400","2015-2019","Homeowner","Percent","Cost-burdened Households",35.3
"Scotland","0901567400","2015-2019","Homeowner","Percent","Margins of Error",11.5
"Scotland","0901567400","2015-2019","Renter","Number","Cost-burdened Households",16
"Scotland","0901567400","2015-2019","Renter","Number","Margins of Error",24.19
"Scotland","0901567400","2015-2019","Renter","Percent","Cost-burdened Households",21.9
"Scotland","0901567400","2015-2019","Renter","Percent","Margins of Error",43.49
"Seymour","0900967610","2006-2010","All","Number","Cost-burdened Households",2239
"Seymour","0900967610","2006-2010","All","Number","Margins of Error",372.36
"Seymour","0900967610","2006-2010","All","Percent","Cost-burdened Households",45.34
"Seymour","0900967610","2006-2010","All","Percent","Margins of Error",6.78
"Seymour","0900967610","2006-2010","Homeowner","Number","Cost-burdened Households",1471
"Seymour","0900967610","2006-2010","Homeowner","Number","Margins of Error",293.14
"Seymour","0900967610","2006-2010","Homeowner","Percent","Cost-burdened Households",41.7
"Seymour","0900967610","2006-2010","Homeowner","Percent","Margins of Error",7.94
"Seymour","0900967610","2006-2010","Renter","Number","Cost-burdened Households",768
"Seymour","0900967610","2006-2010","Renter","Number","Margins of Error",229.62
"Seymour","0900967610","2006-2010","Renter","Percent","Cost-burdened Households",54.2
"Seymour","0900967610","2006-2010","Renter","Percent","Margins of Error",13.87
"Seymour","0900967610","2007-2011","All","Number","Cost-burdened Households",2199
"Seymour","0900967610","2007-2011","All","Number","Margins of Error",323.51
"Seymour","0900967610","2007-2011","All","Percent","Cost-burdened Households",45.97
"Seymour","0900967610","2007-2011","All","Percent","Margins of Error",6.04
"Seymour","0900967610","2007-2011","Homeowner","Number","Cost-burdened Households",1492
"Seymour","0900967610","2007-2011","Homeowner","Number","Margins of Error",252.66
"Seymour","0900967610","2007-2011","Homeowner","Percent","Cost-burdened Households",43.7
"Seymour","0900967610","2007-2011","Homeowner","Percent","Margins of Error",6.88
"Seymour","0900967610","2007-2011","Renter","Number","Cost-burdened Households",707
"Seymour","0900967610","2007-2011","Renter","Number","Margins of Error",202.04
"Seymour","0900967610","2007-2011","Renter","Percent","Cost-burdened Households",51.7
"Seymour","0900967610","2007-2011","Renter","Percent","Margins of Error",12.81
"Seymour","0900967610","2008-2012","All","Number","Cost-burdened Households",2201
"Seymour","0900967610","2008-2012","All","Number","Margins of Error",355.65
"Seymour","0900967610","2008-2012","All","Percent","Cost-burdened Households",46.39
"Seymour","0900967610","2008-2012","All","Percent","Margins of Error",6.6
"Seymour","0900967610","2008-2012","Homeowner","Number","Cost-burdened Households",1500
"Seymour","0900967610","2008-2012","Homeowner","Number","Margins of Error",280.88
"Seymour","0900967610","2008-2012","Homeowner","Percent","Cost-burdened Households",43.9
"Seymour","0900967610","2008-2012","Homeowner","Percent","Margins of Error",7.08
"Seymour","0900967610","2008-2012","Renter","Number","Cost-burdened Households",701
